
		//
		// Overwatch localized names
		//
		"CSGO_Overwatch_TheSuspect"			"The Suspect"
		"StickerKit_eslkatowice2015_flipsid3_foil"			"Flipsid3 Tactics (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_flipsid3_foil"	""
		"StickerKit_eslkatowice2015_flipsid3_holo"			"Flipsid3 Tactics (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_flipsid3_holo"	""
		"StickerKit_eslkatowice2015_flipsid3_gold"			"Flipsid3 Tactics (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_flipsid3_gold"	""

		"StickerKit_eslkatowice2015_fnatic"			"Fnatic | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_fnatic"		""
		"StickerKit_eslkatowice2015_fnatic_foil"		"Fnatic (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_fnatic_foil"	""
		"StickerKit_eslkatowice2015_fnatic_holo"		"Fnatic (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_fnatic_holo"	""
		"StickerKit_eslkatowice2015_fnatic_gold"		"Fnatic (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_fnatic_gold"	""

		"StickerKit_eslkatowice2015_hellraisers"			"HellRaisers | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_hellraisers"		""
		"StickerKit_eslkatowice2015_hellraisers_foil"		"HellRaisers (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_hellraisers_foil"	""
		"StickerKit_eslkatowice2015_hellraisers_holo"		"HellRaisers (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_hellraisers_holo"	""
		"StickerKit_eslkatowice2015_hellraisers_gold"		"HellRaisers (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_hellraisers_gold"	""

		"StickerKit_eslkatowice2015_keyd"				"Keyd Stars | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_keyd"			""
		"StickerKit_eslkatowice2015_keyd_foil"			"Keyd Stars (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_keyd_foil"	""
		"StickerKit_eslkatowice2015_keyd_holo"			"Keyd Stars (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_keyd_holo"	""
		"StickerKit_eslkatowice2015_keyd_gold"			"Keyd Stars (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_keyd_gold"	""

		"StickerKit_eslkatowice2015_lgb"			"LGB eSports | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_lgb"		""
		"StickerKit_eslkatowice2015_lgb_foil"		"LGB eSports (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_lgb_foil"	""
		"StickerKit_eslkatowice2015_lgb_holo"		"LGB eSports (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_lgb_holo"	""
		"StickerKit_eslkatowice2015_lgb_gold"		"LGB eSports (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_lgb_gold"	""

		"StickerKit_eslkatowice2015_navi"				"Natus Vincere | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_navi"			""
		"StickerKit_eslkatowice2015_navi_foil"			"Natus Vincere (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_navi_foil"	""
		"StickerKit_eslkatowice2015_navi_holo"			"Natus Vincere (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_navi_holo"	""
		"StickerKit_eslkatowice2015_navi_gold"			"Natus Vincere (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_navi_gold"	""

		"StickerKit_eslkatowice2015_ninjasinpyjamas"			"Ninjas in Pyjamas  | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_ninjasinpyjamas"		""
		"StickerKit_eslkatowice2015_ninjasinpyjamas_foil"		"Ninjas in Pyjamas (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_ninjasinpyjamas_foil"	""
		"StickerKit_eslkatowice2015_ninjasinpyjamas_holo"		"Ninjas in Pyjamas (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_ninjasinpyjamas_holo"	""
		"StickerKit_eslkatowice2015_ninjasinpyjamas_gold"		"Ninjas in Pyjamas (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_ninjasinpyjamas_gold"	""

		"StickerKit_eslkatowice2015_pentasports"			"PENTA Sports  | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_pentasports"		""
		"StickerKit_eslkatowice2015_pentasports_foil"		"PENTA Sports (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_pentasports_foil"	""
		"StickerKit_eslkatowice2015_pentasports_holo"		"PENTA Sports (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_pentasports_holo"	""
		"StickerKit_eslkatowice2015_pentasports_gold"		"PENTA Sports (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_pentasports_gold"	""

		"StickerKit_eslkatowice2015_teamenvyus"				"Team EnVyUs | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_teamenvyus"		""
		"StickerKit_eslkatowice2015_teamenvyus_foil"		"Team EnVyUs (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_teamenvyus_foil"	""
		"StickerKit_eslkatowice2015_teamenvyus_holo"		"Team EnVyUs (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_teamenvyus_holo"	""
		"StickerKit_eslkatowice2015_teamenvyus_gold"		"Team EnVyUs (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_teamenvyus_gold"	""

		"StickerKit_eslkatowice2015_teamsolomid"			"TSM Kinguin | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_teamsolomid"		""
		"StickerKit_eslkatowice2015_teamsolomid_foil"		"TSM Kinguin (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_teamsolomid_foil"	""
		"StickerKit_eslkatowice2015_teamsolomid_holo"		"TSM Kinguin (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_teamsolomid_holo"	""
		"StickerKit_eslkatowice2015_teamsolomid_gold"		"TSM Kinguin (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_teamsolomid_gold"	""

		"StickerKit_eslkatowice2015_titan"				"Titan | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_titan"		""
		"StickerKit_eslkatowice2015_titan_foil"		"Titan (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_titan_foil"	""
		"StickerKit_eslkatowice2015_titan_holo"		"Titan (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_titan_holo"	""
		"StickerKit_eslkatowice2015_titan_gold"		"Titan (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_titan_gold"	""

		"StickerKit_eslkatowice2015_virtuspro"				"Virtus.pro | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_virtuspro"		""
		"StickerKit_eslkatowice2015_virtuspro_foil"		"Virtus.pro (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_virtuspro_foil"	""
		"StickerKit_eslkatowice2015_virtuspro_holo"		"Virtus.pro (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_virtuspro_holo"	""
		"StickerKit_eslkatowice2015_virtuspro_gold"		"Virtus.pro (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_virtuspro_gold"	""

		"StickerKit_eslkatowice2015_voxeminor"				"Vox Eminor  | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_voxeminor"		""
		"StickerKit_eslkatowice2015_voxeminor_foil"		"Vox Eminor (Foil) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_voxeminor_foil"	""
		"StickerKit_eslkatowice2015_voxeminor_holo"		"Vox Eminor (Holo) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_voxeminor_holo"	""
		"StickerKit_eslkatowice2015_voxeminor_gold"		"Vox Eminor (Gold) | Katowice 2015"
		"StickerKit_desc_eslkatowice2015_voxeminor_gold"	""
		
		"StickerKit_enfu_chicken"						  "Chabo"
		"StickerKit_desc_enfu_chicken"					  ""
		"StickerKit_enfu_bombsquad"                       "Bombsquad"   
		"StickerKit_desc_enfu_bombsquad"                  ""   
		"StickerKit_enfu_bombsquad_foil"                  "Bombsquad (Foil)"   
		"StickerKit_desc_bombsquad_foil"                  ""   
		"StickerKit_enfu_guru"                            "The Guru"   
		"StickerKit_desc_enfu_guru"                       ""   
		"StickerKit_enfu_ninja"                           "Silent Ninja"   
		"StickerKit_desc_enfu_ninja"                      ""   
		"StickerKit_enfu_ninja_foil"                      "Silent Ninja (Foil)"   
		"StickerKit_desc_enfu_ninja_foil"                 ""   
		"StickerKit_enfu_samurai"                         "The Samurai"   
		"StickerKit_desc_enfu_samurai"                    ""   
		"StickerKit_enfu_skullfulilboney"                 "Skull Lil Boney"   
		"StickerKit_desc_enfu_skullfulilboney"            ""   
		"StickerKit_enfu_skullfuskulltorgeist"            "Skulltorgeist"   
		"StickerKit_desc_enfu_skullfuskulltorgeist"       ""   
		"StickerKit_enfu_skullfutrooop"                   "Skull Troop"   
		"StickerKit_desc_enfu_skullfutrooop"              ""   
		"StickerKit_enfu_soldier"                         "Salute!"   
		"StickerKit_desc_enfu_soldier"                    ""   
		"StickerKit_enfu_spartan"                         "The Spartan"   
		"StickerKit_desc_enfu_spartan"                    ""   
		"StickerKit_enfu_unicorn"                         "Unicorn"   
		"StickerKit_desc_enfu_unicorn"                    ""   
		"StickerKit_enfu_unicorn_holo"                    "Unicorn (Holo)"   
		"StickerKit_desc_enfu_unicorn_holo"               ""   
		"StickerKit_enfu_zombie"                          "The Zombie"   
		"StickerKit_desc_enfu_zombie"                     ""   
		"StickerKit_comm02_drugwarveteran"			"Drug War Veteran"
		"StickerKit_desc_comm02_drugwarveteran"		""
		"coupon_drugwarveteran"					"Sticker | Drug War Veteran"	
		
		"StickerKit_comm02_awp_country"                   "Awp Country"   
		"StickerKit_desc_comm02_awp_country"              ""   
		"coupon_awp_country"						  "Sticker | Awp Country"

		"StickerKit_comm02_hohoho"			"Ho Ho Ho"
		"StickerKit_desc_comm02_hohoho"		""
		"coupon_hohoho"					"Sticker | Ho Ho Ho"	
		
		"StickerKit_comm02_massivepear"			"Massive Pear"
		"StickerKit_desc_comm02_massivepear"	""
		"coupon_massivepear"				"Sticker | Massive Pear"	
		
		"StickerKit_comm02_chi_bomb"                   "Chi Bomb"   
		"StickerKit_desc_comm02_chi_bomb"              ""   
		"coupon_chi_bomb"						  "Sticker | Chi Bomb"
		
		"StickerKit_comm02_mylittlefriend"			"My Little Friend"
		"StickerKit_desc_comm02_mylittlefriend"		""
		"coupon_mylittlefriend"					"Sticker | My Little Friend"	
		
		"StickerKit_comm02_fox"                     	  "Doru The Fox"   
		"StickerKit_desc_comm02_fox"                      ""   
		"coupon_fox"						          "Sticker | Doru The Fox"
		
		"StickerKit_comm02_knifeclub"                     "Knife Club"   
		"StickerKit_desc_comm02_knifeclub"                ""   
		"coupon_knifeclub"						      "Sticker | Knife Club"
		
		"StickerKit_comm02_cs_on_the_mind"                "CS On The Mind"   
		"StickerKit_desc_comm02_cs_on_the_mind"           ""   
		"coupon_cs_on_the_mind"						  "Sticker | CS On The Mind"
		
		"StickerKit_comm02_ninja_defuse"                  "Ninja Defuse"   
		"StickerKit_desc_comm02_ninja_defuse"             ""   
		"coupon_ninja_defuse"						  "Sticker | Ninja Defuse"
		
		"StickerKit_comm02_pros_dont_fake"                "Pros Don't Fake"   
		"StickerKit_desc_comm02_pros_dont_fake"           ""   
		"coupon_pros_dont_fake"						  "Sticker | Pros Don't Fake"
		
		"StickerKit_comm02_kawaiikiller_t"                "Kawaii Killer Terrorist"   
		"StickerKit_desc_comm02_kawaiikiller_t"           ""   
		"coupon_kawaiikiller_t"						  "Sticker | Kawaii Killer Terrorist"
		
		"StickerKit_comm02_baackstabber"                  "Baaa-ckstabber!"   
		"StickerKit_desc_comm02_baackstabber"             ""   
		"coupon_baackstabber"						  "Sticker | Baaa-ckstabber!"
		
		"StickerKit_comm02_delicious_tears"               "Delicious Tears"   
		"StickerKit_desc_comm02_delicious_tears"          ""   
		"coupon_delicious_tears"					  "Sticker | Delicious Tears"

		//
		// ESL One Cologne 2015 item names
		//

	"StickerKit_eslcologne2015_signature_pronax" "pronax | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_pronax" "This sticker was autographed by professional player Markus Wallsten playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_pronax_foil" "pronax (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_pronax_foil" "This foil sticker was autographed by professional player Markus Wallsten playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_pronax_gold" "pronax (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_pronax_gold" "This gold sticker was autographed by professional player Markus Wallsten playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_flusha" "flusha | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_flusha" "This sticker was autographed by professional player Robin Rönnquist playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_flusha_foil" "flusha (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_flusha_foil" "This foil sticker was autographed by professional player Robin Rönnquist playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_flusha_gold" "flusha (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_flusha_gold" "This gold sticker was autographed by professional player Robin Rönnquist playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_jw" "JW | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_jw" "This sticker was autographed by professional player Jesper Wecksell playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_jw_foil" "JW (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_jw_foil" "This foil sticker was autographed by professional player Jesper Wecksell playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_jw_gold" "JW (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_jw_gold" "This gold sticker was autographed by professional player Jesper Wecksell playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_krimz" "KRIMZ | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_krimz" "This sticker was autographed by professional player Lars Freddy Johansson playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_krimz_foil" "KRIMZ (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_krimz_foil" "This foil sticker was autographed by professional player Lars Freddy Johansson playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_krimz_gold" "KRIMZ (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_krimz_gold" "This gold sticker was autographed by professional player Lars Freddy Johansson playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_olofmeister" "olofmeister | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_olofmeister" "This sticker was autographed by professional player Olof Kajbjer playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_olofmeister_foil" "olofmeister (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_olofmeister_foil" "This foil sticker was autographed by professional player Olof Kajbjer playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_olofmeister_gold" "olofmeister (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_olofmeister_gold" "This gold sticker was autographed by professional player Olof Kajbjer playing for Fnatic at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_fallen" "FalleN | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_fallen" "This sticker was autographed by professional player Gabriel Toledo playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_fallen_foil" "FalleN (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_fallen_foil" "This foil sticker was autographed by professional player Gabriel Toledo playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_fallen_gold" "FalleN (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_fallen_gold" "This gold sticker was autographed by professional player Gabriel Toledo playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_steel" "steel | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_steel" "This sticker was autographed by professional player Lucas Lopes playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_steel_foil" "steel (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_steel_foil" "This foil sticker was autographed by professional player Lucas Lopes playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_steel_gold" "steel (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_steel_gold" "This gold sticker was autographed by professional player Lucas Lopes playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_fer" "fer | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_fer" "This sticker was autographed by professional player Fernando Alvarenga playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_fer_foil" "fer (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_fer_foil" "This foil sticker was autographed by professional player Fernando Alvarenga playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_fer_gold" "fer (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_fer_gold" "This gold sticker was autographed by professional player Fernando Alvarenga playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_boltz" "boltz | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_boltz" "This sticker was autographed by professional player Ricardo Prass playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_boltz_foil" "boltz (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_boltz_foil" "This foil sticker was autographed by professional player Ricardo Prass playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_boltz_gold" "boltz (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_boltz_gold" "This gold sticker was autographed by professional player Ricardo Prass playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_coldzera" "coldzera | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_coldzera" "This sticker was autographed by professional player Marcelo David playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_coldzera_foil" "coldzera (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_coldzera_foil" "This foil sticker was autographed by professional player Marcelo David playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_coldzera_gold" "coldzera (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_coldzera_gold" "This gold sticker was autographed by professional player Marcelo David playing for Luminosity Gaming at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_guardian" "GuardiaN | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_guardian" "This sticker was autographed by professional player Ladislav Kovács playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_guardian_foil" "GuardiaN (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_guardian_foil" "This foil sticker was autographed by professional player Ladislav Kovács playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_guardian_gold" "GuardiaN (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_guardian_gold" "This gold sticker was autographed by professional player Ladislav Kovács playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_zeus" "Zeus | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_zeus" "This sticker was autographed by professional player Danylo Teslenko playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_zeus_foil" "Zeus (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_zeus_foil" "This foil sticker was autographed by professional player Danylo Teslenko playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_zeus_gold" "Zeus (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_zeus_gold" "This gold sticker was autographed by professional player Danylo Teslenko playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_seized" "seized | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_seized" "This sticker was autographed by professional player Denis Kostin playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_seized_foil" "seized (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_seized_foil" "This foil sticker was autographed by professional player Denis Kostin playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_seized_gold" "seized (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_seized_gold" "This gold sticker was autographed by professional player Denis Kostin playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_edward" "Edward | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_edward" "This sticker was autographed by professional player Ioann Sukhariev playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_edward_foil" "Edward (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_edward_foil" "This foil sticker was autographed by professional player Ioann Sukhariev playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_edward_gold" "Edward (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_edward_gold" "This gold sticker was autographed by professional player Ioann Sukhariev playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_flamie" "flamie | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_flamie" "This sticker was autographed by professional player Egor Vasilyev playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_flamie_foil" "flamie (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_flamie_foil" "This foil sticker was autographed by professional player Egor Vasilyev playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_flamie_gold" "flamie (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_flamie_gold" "This gold sticker was autographed by professional player Egor Vasilyev playing for Natus Vincere at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_xizt" "Xizt | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_xizt" "This sticker was autographed by professional player Richard Landström playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_xizt_foil" "Xizt (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_xizt_foil" "This foil sticker was autographed by professional player Richard Landström playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_xizt_gold" "Xizt (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_xizt_gold" "This gold sticker was autographed by professional player Richard Landström playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_forest" "f0rest | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_forest" "This sticker was autographed by professional player Patrik Lindberg playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_forest_foil" "f0rest (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_forest_foil" "This foil sticker was autographed by professional player Patrik Lindberg playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_forest_gold" "f0rest (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_forest_gold" "This gold sticker was autographed by professional player Patrik Lindberg playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_getright" "GeT_RiGhT | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_getright" "This sticker was autographed by professional player Christopher Alesund playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_getright_foil" "GeT_RiGhT (Foil) | Cologne 2015"
