		"SFUI_MainMenu_News_Title"			"News"
		"SFUIHUD_hostagename_nh"					"<font color='#e5da25'>%s1</font>"
		"SFUIHUD_hostageid_nh_use_lead"		"<font color='#e5da25'>${use} Pick Up Hostage</font>"
		"SFUIHUD_hostageid_nh_use_leave"		"<font color='#e5da25'>${use} Stop Hostage</font>"
		"SFUIHUD_hostageid_nh_following"		"<font color='#e5da25'>Hostage (Following %s1)</font>"

		"CSGO_StoryHostageName_cs_office"		"Kenneth Hooks"
		"CSGO_StoryHostageName_gd_bank"			"Ryan Jessup"
		"CSGO_StoryHostageName_gd_cbble"		"Lord William"
		"CSGO_StoryHostageName_gd_lake"			"Alex Kincaide"

		"SFUIHUD_weaponid_pickup"			"${use} swap for %s1"
		"SFUIHUD_weaponid_c4defuse"			"${use} defuse the C4"
		"SFUIHUD_targetid_FLASHED"			"<font color='#6600ff'>(BLINDED)</font>"

		"SFUIHUD_botid_request_bomb"		"<font color='#e5da25'>${use} Take Bomb</font>"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//HUD: Help/Medals/Defuse Info Panel
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUIHUD_InfoPanel_HelpTitle"		""

		"SFUIHUD_InfoPanel_PriorityMsgTitle"	"Alert"

		"SFUIHUD_InfoPanel_DefuseTitle"			"Defuse Time:"
		"SFUIHUD_InfoPanel_DefuseText"			"You are defusing the bomb."
		"SFUIHUD_InfoPanel_DefuseText_NoKit"	"You are defusing the bomb\nwithout a kit."
		"SFUIHUD_InfoPanel_Spec_DefuseText"			"%s1 is defusing the bomb."
		"SFUIHUD_InfoPanel_Spec_DefuseText_NoKit"	"%s1 is defusing the bomb\nwithout a kit."

		"SFUIHUD_InfoPanel_HostageTitle"		"Time:"
		"SFUIHUD_InfoPanel_HostageText"				"You are picking up a hostage."

		"SFUIHUD_InfoPanel_Coop_DeployingIn3"				"Deploying in 3"
		"SFUIHUD_InfoPanel_Coop_DeployingIn2"				"Deploying in 2"
		"SFUIHUD_InfoPanel_Coop_DeployingIn1"				"Deploying in 1"
		"SFUIHUD_InfoPanel_Coop_DeployingHARDIn3"				"Deploying on HARD in 3"
		"SFUIHUD_InfoPanel_Coop_DeployingHARDIn2"				"Deploying on HARD in 2"
		"SFUIHUD_InfoPanel_Coop_DeployingHARDIn1"				"Deploying on HARD in 1"
		"SFUIHUD_InfoPanel_Coop_WaitingDeploying"				"Waiting to deploy"
		"SFUIHUD_InfoPanel_Coop_DeployCancelled"			"Deploy cancelled"
		"SFUIHUD_InfoPanel_Coop_Deploying"					"Deploying!"
		"SFUIHUD_InfoPanel_Coop_DeployMissionBust"			"Counter-Terrorists failed to deploy in time, mission failed!"
		"SFUIHUD_InfoPanel_Coop_CollectCoin"					"Collectable coin acquired %s1/3"
	
		"SFUIHUD_InfoPanel_Coop_ThumbInsert"					"Thumbstick inserted.\nThe data transferring!"
		"SFUIHUD_InfoPanel_Coop_ThumbReady"						"Thumbstick is ready to be retrieved!"
		"SFUIHUD_InfoPanel_Coop_Thumb2Insert"					"Thumbstick retrieved.\nNow installing virus!"
		"SFUIHUD_InfoPanel_Coop_Thumb2Ready"					"Thumbstick 2 ready!"
		"SFUIHUD_InfoPanel_Coop_Thumb2Retrieved"				"Virus thumbstick retrieved!"	


		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//HUD: Spectator
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUIHUD_Spectate_Navigation"	" "
		"SFUIHUD_Spectate_Equipment"	"EQUIPMENT VALUE"
		"SFUIHUD_Spectate_Predictions"	"Pick'Em Predictions"
		"SFUIHUD_Spectate_Navigation_Gamer_Card_Xbox"	"${north} Show Gamer Card "
		"SFUIHUD_Spectate_Navigation_Steam_Profile_Keyboard"	"${radio1} Show Profile "
		"SFUIHUD_Spectate_Navigation_Steam_Profile_Controller"	"${north} Show Profile "
		"SFUIHUD_Spectate_Navigation_Camera"		"${+jump} Camera "
		"SFUIHUD_Spectate_Navigation_Arrows"		"${+attack} Next Player"
		"SFUIHUD_Spectate_Navigation_Replay_Death"		"<font color='#ddbb22'><b>${+reload} Killer Replay</b></font>"
		"SFUIHUD_Spectate_Navigation_Cancel_Replay"		"${+jump} Stop Replay"
		"SFUIHUD_Spectate_Navigation_Control_Bot_Controller"	"${west} Control Bot "
		"SFUIHUD_Spectate_Navigation_Control_Bot_Keyboard"	"${+use} Control Bot "
		"SFUIHUD_Spectate_Navigation_ToggleXRay"			"${radio2} X-Ray "
		"SFUIHUD_Spectate_Navigation_ToggleGraphs"			"${lastinv} Graphs "
		"SFUIHUD_Spectate_Navigation_InspectWeapon"			"${+lookatweapon} Inspect Weapon "
		"SFUIHUD_Spectate_Navigation_Director_On"		"${+radio3} Turn AutoDirector On "
		"SFUIHUD_Spectate_Navigation_Director_Off"		"${+radio3} Turn AutoDirector Off "
		"SFUIHUD_Spectate_Navigation_Cameraman_On"		"${+radio3} Turn Cameraman On "
		"SFUIHUD_Spectate_Navigation_ToggleSpec"		"${drop} Mini Scoreboard "
		"SFUIHUD_Spectate_Navigation_ToggleOverview"		"${+duck} Overview "
		"SFUIHUD_Spectate_Navigation_Scoreboard_MacWin"	"${altstart} Scoreboard "
		"SFUIHUD_Spectate_Navigation_Scoreboard_PS3"	"${dpaddown} Scoreboard "
		"SFUIHUD_Spectate_You_Are_Dead"				"<font color=\"%s1\">Following %s2</font>"
		"SFUIHUD_Spectate_RoundsLeft"				"Round %s1"
		"SFUIHUD_Spectate_RoundsLeftOvertime"		"OT %s1  (%s2)"

		"SFUIHUD_Spectate_SpecMode_User"			"[Player Controlled Camera]"
		"SFUIHUD_Spectate_SpecMode_Free"			"[Free Camera]"
		"SFUIHUD_Spectate_SpecMode_Chase"			"[Chase Camera]"
		"SFUIHUD_Spectate_SpecMode_First"			"[First Person]"
		"SFUIHUD_Spectate_SpecMode_Director"		"[Auto Director]"
		"SFUIHUD_Spectate_SpecMode_Cameraman"		"[Camera Operator: %s1]"
		
		"SFUIHUD_Spectate_SpecMode_Skipping"		"Fast Forwarding..."		
		"SFUIHUD_Spectate_SpecMode_Skipping_Highlight"		"Fast forwarding to next highlight..."		
		"SFUIHUD_Spectate_SpecMode_SuspectReview"	"Overwatch Case Review"

		"SFUIHUD_Spectate_SpecMode_Transmitting"	"<font color='#FF0000'>YOU ARE ACTIVE GOTV CAMERAMAN</font>"

		"SFUIHUD_Spectate_StringColor_CT"	"<font color='#617B99'>%s1%s2%s3</font>"
		"SFUIHUD_Spectate_StringColor_T"	"<font color='#7D6324'>%s1%s2%s3</font>"

		"SFUIHUD_Spec_Event_DroppingItemsFor"				"DROPPING ITEMS FOR:"
		"SFUIHUD_Spec_Event_DroppingItemsRound"				"DROPPING ITEMS"
		"SFUIHUD_Spec_Event_DroppingItemsAndOthers"			"...and %s1 others!"
		"SFUIHUD_Spec_Event_DroppingItemsRewarded"			"%s1 viewers rewarded!"
		"SFUIHUD_Spec_Event_DroppingItemsTotalDropped"		"Total items dropped this match: %s1"

		"SFUIHUD_GiftDrop_GiftGivenLastXMinutes"		"In the last %s1 minutes, 1 gift was given by..."
		"SFUIHUD_GiftDrop_GiftsGivenLastXMinutes"		"In the last %s1 minutes, %s2 gifts were given by..."
		"SFUIHUD_GiftDrop_GiftGivenLastXHours"		"In the last %s1 hours, 1 gift was given by..."
		"SFUIHUD_GiftDrop_GiftsGivenLastXHours"		"In the last %s1 hours, %s2 gifts were given by..."		
		"SFUIHUD_GiftDrop_AndOtherPlayer"		"...and 1 other generous player!"		
		"SFUIHUD_GiftDrop_AndOtherPlayers"		"...and %s1 other generous players!"	
		"SFUIHUD_GiftDrop_NameGiftGiverFormat"		"%s1%s2</font>"	
		"SFUIHUD_GiftDrop_SingleGiftFormat"		"<font color='#e3e3e3'>1 gift</font>"	
		"SFUIHUD_GiftDrop_GiftAmountFormat"		"<font color='#e3e3e3'>%s1 gifts</font>"	

		"SFUIHUD_GiftDrop_Name_ColorDefault"	"<font color='#b1eeff'>"
		"SFUIHUD_GiftDrop_Name_Color1"	"<font color='#90ff9a'>"
		"SFUIHUD_GiftDrop_Name_Color2"	"<font color='#eb7d7d'>"
		"SFUIHUD_GiftDrop_Name_Color3"	"<font color='#fae95c'>"
		"SFUIHUD_GiftDrop_Name_Color4"	"<font color='#91c0ff'>"
		"SFUIHUD_GiftDrop_Name_Color5"	"<font color='#d583ff'>"

		"SFUI_Graph_type_damage"			"Total Damage Dealt"
		"SFUI_Graph_type_kills"				"Total Kills"
		"SFUI_Graph_type_assists"			"Total Assists"
		"SFUI_Graph_type_adr"				"Average Damage per Round"
		"SFUI_Graph_type_hsp"				"Headshot Percentage"
		"SFUI_Graph_type_worth"				"Equipment Value"
		"SFUI_Graph_type_saved"				"Cash Amount"
		"SFUI_Graph_type_cashearned"		"Total Cash Earned"
		"SFUI_Graph_type_killreward"		"Total Kill Cash"
		"SFUI_Graph_type_livetime"			"Total Time Alive"
		"SFUI_Graph_Round"					"Round"
		"SFUI_Graph_NoData"					"No data for %s1"
		"SFUI_Graph_CT_Average"				"CT Team Average"
		"SFUI_Graph_T_Average"				"T Team Average"
		"SFUI_Graph_Win_Condition"          "Win Condition"

		"SFUI_Graph_type_damage"			"Total Damage Dealt"
		"SFUI_Graph_type_kills"				"Total Kills"
		"SFUI_Graph_type_assists"			"Total Assists"
		"SFUI_Graph_type_adr"				"Average Damage per Round"
		"SFUI_Graph_type_hsp"				"Headshot Percentage"
		"SFUI_Graph_type_worth"				"Equipment Value"
		"SFUI_Graph_type_saved"				"Cash Amount"
		"SFUI_Graph_type_cashearned"		"Total Cash Earned"

		"SFUI_Graph_type_utilitydamage"		"Total Utility Damage Dealt"
		"SFUI_Graph_type_enemiesflashed"	"Total Enemies Flashed"


		"SFUI_SpecStat_type_kills"			"K"
		"SFUI_SpecStat_type_assists"		"A"
		"SFUI_SpecStat_type_deaths"			"D"
		"SFUI_SpecStat_type_adr"			"ADR"
		"SFUI_SpecStat_type_3k"				"3K"
		"SFUI_SpecStat_type_4k"				"4K"
		"SFUI_SpecStat_type_5k"				"5K"
		"SFUI_SpecStat_type_hsp"			"HS%"
		"SFUI_SpecStat_type_cashearned"		"$ Earned"
		"SFUI_SpecStat_type_objective"		"OBJ"
		"SFUI_SpecStat_First_Half"			"1st"
		"SFUI_SpecStat_Second_Half"			"2nd"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//HUD: Spectator Map Overview
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		"SFUIHUD_MapOverview_ClearColor"		"[SPACE] Clear Drawing"
		"SFUIHUD_MapOverview_Close"				"${+duck} Close"
		"SFUIHUD_MapOverview_Graph_Close"				"${lastinv} Close"
		"SFUIHUD_MapOverview_Overview"			"${lastinv} Overview"
		"SFUIHUD_MapOverview_NextColor1"			"[Z]"
		"SFUIHUD_MapOverview_NextColor2"			"[X]"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Class Select
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"Choose_Class_Navigation"			"${cancel} Back     ${confirm} Select     ${dpad} Navigation     ${west} Auto-Select     ${north} Scoreboard"


		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Item Drop Reveal Panel
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		"SFUI_ItemDrop_ItemsHaveDroppedGeneric"		"Items have been acquired this round!"
		"SFUI_ItemDrop_ItemHasDropped"			"<font color='#e2d693'>%s1</font> item dropped!"
		"SFUI_ItemDrop_ItemsHaveDropped"		"TOTAL ITEMS DROPPED:  <font color='#e3dfc8'>%s1</font> items dropped!"
		"SFUI_ItemDrop_ItemHasDroppedYou"		"<font color='#ffd800'>%s1</font> item for you!"
		"SFUI_ItemDrop_ItemsHaveDroppedYou"		"ITEMS FOR YOU:  <font color='#ffd800'>%s1</font>"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Win Panel
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUI_WinPanel_CT_Win"			"Counter-Terrorists Win"
		"SFUI_WinPanel_T_Win"			"Terrorists Win"
		"SFUI_WinPanel_Team_Win_Team"		"%s1 Wins The Round"
		"SFUI_WinPanel_Coop_Mission_Win"		"Mission Completed!"
		"SFUI_WinPanel_Coop_Mission_Lose"		"Mission Failed!"

		"SFUI_WinPanel_Round_Draw"	"Round Draw"
		"SFUI_WinPanel_Nav"		"${confirm} Close"
		"SFUI_WinPanel_Playing_MVP_MusicKit"    "Playing %s1's MVP Anthem"
		"SFUI_WinPanel_Playing_MVP_MusicKit_Yours"    "Playing your MVP Anthem for everyone"
		"SFUI_WinPanel_Playing_MVP_MusicKit_StatTrak" "StatTrak™ Official Competitive MVPs: %s1"

		"SFUI_WinPanel_coin_awarded"		"You've leveled up Operation Challenge Coin!"
		"SFUI_WinPanel_rank_awarded"		"You've achieved a new rank!"
		"SFUI_WinPanel_rank_awarded_multi"	"You've achieved %s1 new ranks!"

		"SFUI_WinPanel_rank_name_string"	"%s1 <font color='#CCCCCC'>(%s2)</font>"

		"SFUI_WinPanel_medal_awarded"		"You've earned achievements this round!"

		// tell them how many needed in a rank for a catagory
		"SFUI_WinPanelProg_need_in_catagory"		"<font color='#ffffff'><b>%s1</b></font>  %s2 achievements needed for next rank"

		// Stat-based medal progress
		"SFUI_WinPanelProg_stat_progress_kills"				"You've killed %s1 out of %s2 enemies for the medal '%s3'."
		"SFUI_WinPanelProg_stat_progress_wins"				"You've won %s1 out of %s2 rounds for the medal '%s3'."
		"SFUI_WinPanelProg_stat_progress_played"			"You've played %s1 out of %s2 rounds for the medal '%s3'."
		"SFUI_WinPanelProg_stat_progress_money"				"You've earned %s1 out of %s2 dollars for the medal '%s3'."
		"SFUI_WinPanelProg_stat_progress_damage"			"You've dealt %s1 out of %s2 damage for the medal '%s3'."
		"SFUI_WinPanelProg_stat_progress_headshots"			"You've shot %s1 out of %s2 headshots for the medal '%s3'."
		"SFUI_WinPanelProg_stat_progress_bomb_plant"		"You've planted %s1 out of %s2 bombs for the medal '%s3'."
		"SFUI_WinPanelProg_stat_progress_bomb_diffuse"		"You've defused %s1 out of %s2 bombs for the medal '%s3'."
		"SFUI_WinPanelProg_stat_progress_rescue"			"You've rescued %s1 out of %s2 hostages for the medal '%s3'."
		"SFUI_WinPanelProg_stat_progress_donate"			"You've donated %s1 out of %s2 weapons for the medal '%s3'."
		"SFUI_WinPanelProg_stat_progress_dominate"			"You've dominated %s1 out of %s2 opponents for the medal '%s3'."
		"SFUI_WinPanelProg_stat_progress_overkill"			"You've overkilled %s1 out of %s2 opponents for the medal '%s3'."
		"SFUI_WinPanelProg_stat_progress_revenge"			"You've got revenge on %s1 out of %s2 opponents for the medal '%s3'."

		"SFUI_WinPanel_elo_up_string"		"You are now in a higher Skill Group!"
		"SFUI_WinPanel_elo_current_string"	"Current Skill Group"
		"SFUI_WinPanel_elo_down_string"		"Your Skill Group has changed"
		"SFUI_WinPanel_arsenal_first"		"1st Place Winner"
		"SFUI_WinPanel_arsenal_second"		"2nd"
		"SFUI_WinPanel_arsenal_third"		"3rd"

		"CSGO_Scoreboard_CastButton_Camera"		"Caster Camera Control"
		"CSGO_Scoreboard_CastButton_Voice"		"Caster Voice"
		"CSGO_Scoreboard_CastButton_XRay"		"Caster X-ray Control"
		"CSGO_Scoreboard_CastButton_UI"			"Caster UI Control"

		"CSGO_Scoreboard_CasterControl_Camera_On"	"** Caster Camera Control: ON"
		"CSGO_Scoreboard_CasterControl_Camera_Off"	"** Caster Camera Control: OFF"
		"CSGO_Scoreboard_CasterControl_Voice_On"	"** Caster Voice: ON"
		"CSGO_Scoreboard_CasterControl_Voice_Off"	"** Caster Voice: OFF"
		"CSGO_Scoreboard_CasterControl_Xray_On"		"** Caster X-ray Control: ON"
		"CSGO_Scoreboard_CasterControl_Xray_Off"	"** Caster X-ray Control: OFF"
		"CSGO_Scoreboard_CasterControl_UI_On"		"** Caster UI Control: ON"
		"CSGO_Scoreboard_CasterControl_UI_Off"		"** Caster UI Control: OFF"

		"SFUI_Scoreboard_Coop_TimeLeft"			"Time Remaining"
		"SFUI_Scoreboard_Coop_DmgToEnemyRatio"	"Share of Damage Dealt"
		"SFUI_Scoreboard_Coop_TeamAccuracy"		"Bullet Accuracy"
		"SFUI_Scoreboard_Coop_Headshots"		"Headshot Percentage"
		"SFUI_Scoreboard_Coop_RoundsFailed"		"Mission Rounds Failed"
		"SFUI_Scoreboard_Coop_DamageTaken"		"Damage Taken"
		"SFUI_Scoreboard_Coop_NoDeaths"			"No Deaths"
		"SFUI_Scoreboard_Coop_PistolsOnly"		"Pistols Only"
		"SFUI_Scoreboard_Coop_HardMode"			"Completed On Hard Mode"
		"SFUI_Scoreboard_Coop_AllCoins"			"Collected All Coins"
		"SFUI_Scoreboard_Coop_Within3Rounds"	"Completed Within 3 Rounds"

		"SFUI_CoopSB_FinalScore"		"Final Team Score"
		"SFUI_CoopSB_FinalScore_Prev"	"Previous Team Score"
		"SFUI_CoopSB_Total"				"Total"
		"SFUI_CoopSB_Rating"			"TEAM RATING"
		"SFUI_CoopSB_Bonus"			"TEAM BONUS"
		"SFUI_CoopSB_Rating_Prev"	"PREVIOUS RATING"
		"SFUI_CoopSB_Bonus_Prev"	"PREVIOUS BONUS"
		"SFUI_CoopSB_Score"			"TEAM SCORE"

		"Overwatch_Error_FilesAccess"					"Failed to allocate disk space to download evidence."
		"Overwatch_Error_DownloadFailed"				"Failed to download evidence, please try again later."
		"Overwatch_Error_ExtractionFailed"				"Downloaded evidence was invalid or corrupt, please try again later."

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Notice Text
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUI_Notice_Got_Bomb"							"You picked up the bomb."
		"SFUI_Notice_C4_Defuse_Must_Be_On_Ground"		"You must be on the ground to defuse the bomb."
		"SFUI_Notice_Bomb_Already_Being_Defused"		"The bomb is already being defused."
		"SFUI_Notice_Defusing_Bomb_With_Defuse_Kit"		"Defusing the bomb."
		"SFUI_Notice_Defusing_Bomb_Without_Defuse_Kit"	"Defusing WITHOUT a defuse kit."
		"SFUI_Notice_C4_Plant_At_Bomb_Spot"				"C4 must be planted at a bomb site."
		"SFUI_Notice_C4_Plant_Must_Be_On_Ground"		"You must be standing on the ground to plant the C4."
		"SFUI_Notice_C4_Arming_Cancelled"				"Arming sequence canceled. C4 can only be placed at a bomb target."
		"SFUI_Notice_C4_Activated_At_Bomb_Spot"			"C4 must be activated at a bomb target"
		"SFUI_Notice_Player_DisconnectedTooLong1min"	" %s1 has disconnected, waiting 1 more minute before abandoning.\n"
		"SFUI_Notice_Player_DisconnectedTooLong2min"	" %s1 has disconnected, waiting 2 more minutes before abandoning.\n"
		"SFUI_Notice_Player_DisconnectedTooLong3min"	" %s1 has disconnected, waiting 3 more minutes before abandoning.\n"
		"SFUI_Notice_Player_AbandonedCooldown_Min"		" %s1 abandoned the match and received a %s2 minute competitive matchmaking cooldown.\n"
		"SFUI_Notice_Player_AbandonedCooldown_Hrs"		" %s1 abandoned the match and received a %s2 hour competitive matchmaking cooldown.\n"
		"SFUI_Notice_Player_AbandonedCooldown_Days"		" %s1 abandoned the match and received a %s2 day competitive matchmaking cooldown.\n"
		"SFUI_Notice_Player_PermanentCooldown"			" %s1 has been permanently banned from official CS:GO servers.\n"
		"SFUI_Notice_Report_Server_Success"				" Report for server %s1 submitted, report id %s2.\n"
		"SFUI_Notice_Report_Server_Failed"				" Failed to submit report for server, please try again later.\n"
		"SFUI_Notice_Report_Player_Success"				" Report for %s1 submitted, report id %s2.\n"
		"SFUI_Notice_Report_Player_Failed"				" Failed to submit report for player, please try again later.\n"
		"SFUI_Notice_Commend_Player_Success"			" Commendation for %s1 submitted. Thank you!\n"
		"SFUI_Notice_Commend_Player_TooEarly"			" You have submitted too many commendations recently, please try again tomorrow.\n"
		"SFUI_Notice_Commend_Player_Failed"				" Failed to submit commendation for player, please try again later.\n"
		"SFUI_Notice_Match_Will_Pause"					" The match is set to pause during freeze time."
		"SFUI_Notice_Match_Will_Resume"					" Freeze time pause has been cancelled."

		"SFUI_Notice_SprayPaint_NotAlive"				"You must be alive to apply graffiti."
		"SFUI_Notice_SprayPaint_TooClose"				"You are too close to a surface."
		"SFUI_Notice_SprayPaint_OutOfRange"				"You are too far from a surface."
		"SFUI_Notice_SprayPaint_OutOfRange_Sides"		"Not enough room to apply graffiti at the selected location."
		"SFUI_Notice_SprayPaint_BadSurface"				"Surface within range is not paintable."
		"SFUI_Notice_SprayPaint_BadSurface_Sides"		"Not enough paintable area to apply graffiti at the selected location."
		"SFUI_Notice_SprayPaint_Obstructed"				"Paintable surface within range is obstructed."
		"SFUI_Notice_SprayPaint_Obstructed_Sides"		"A portion of the paintable surface within range is obstructed."
		"SFUI_Notice_SprayPaint_GrazingAngle"			"You are not looking straight at the paintable surface."
		"SFUI_Notice_SprayPaint_GrazingAngle_Sides"		"Surface is not flat at the selected graffiti location."
		"SFUI_Notice_SprayPaint_NotEnoughRoom"			"Not enough flat paintable area to apply graffiti at the selected location."

		
		"SFUI_Notice_SprayPaint_NotAlive_Short"				"You must be alive"
		"SFUI_Notice_SprayPaint_TooClose_Short"				"Too close to a surface"
		"SFUI_Notice_SprayPaint_OutOfRange_Short"				"Too far from a surface"
		"SFUI_Notice_SprayPaint_OutOfRange_Sides_Short"		"Not enough room for graffiti"
		"SFUI_Notice_SprayPaint_BadSurface_Short"				"Not a paintable surface"
		"SFUI_Notice_SprayPaint_BadSurface_Sides_Short"		"Not enough room for graffiti"
		"SFUI_Notice_SprayPaint_Obstructed_Short"				"Not a paintable area"
		"SFUI_Notice_SprayPaint_Obstructed_Sides_Short"		"Not a paintable surface"
		"SFUI_Notice_SprayPaint_GrazingAngle_Short"			"Not looking straight at the surface."
		"SFUI_Notice_SprayPaint_GrazingAngle_Sides_Short"		"Not a paintable area"
		"SFUI_Notice_SprayPaint_NotEnoughRoom_Short"			"Not a paintable area"

		"SFUI_CooldownExplanationReason_Kicked"						"You were kicked from the last match"
		"SFUI_CooldownExplanationReason_Abandon"					"You abandoned the last match"
		"SFUI_CooldownExplanationReason_Abandon_Grace"				"Resolving matchmaking state for your account"
		"SFUI_CooldownExplanationReason_DisconnectedTooLong"		"You failed to reconnect to the last match"
		"SFUI_CooldownExplanationReason_DisconnectedTooLong_Grace"	"Resolving matchmaking state after the last match"
		"SFUI_CooldownExplanationReason_SkillGroupCalibration"		"Congratulations on your recent competitive wins! Before you play competitive matches further please wait for matchmaking servers to calibrate your Skill Group placement based on your latest performance."
		"SFUI_CooldownExplanationReason_FailedToConnect""You failed to connect by match start."
		"SFUI_CooldownExplanationReason_TK_Spawn"		"You killed a teammate at round start"
		"SFUI_CooldownExplanationReason_TK_Limit"		"You killed too many teammates"
		"SFUI_CooldownExplanationReason_TH_Spawn"		"You did too much damage to your teammates at round start"
		"SFUI_CooldownExplanationReason_TH_Limit"		"You did too much damage to your teammates"
		"SFUI_CooldownExplanationReason_OfficialBan"		"This account is permanently Untrusted"
		"SFUI_CooldownExplanationReason_KickedTooMuch"	"You were kicked from too many recent matches"
		"SFUI_CooldownExplanationReason_KickAbuse"		"You have kicked too many teammates in recent matches"
		"SFUI_CooldownExplanationReason_ConvictedForCheating"	"Convicted by Overwatch - Majorly Disruptive"
		"SFUI_CooldownExplanationReason_ConvictedForBehavior"	"Convicted by Overwatch - Minorly Disruptive"
		"SFUI_CooldownExplanationReason_GsltViolation"		"A server using your game server login token has been banned. Your account is now permanently banned from operating game servers, and you have a cooldown from connecting to game servers."
		"SFUI_CooldownExplanationReason_Expired_Cooldown"		"<b>Your cooldown has expired. Subsequent cooldowns may be longer.\nCooldown Reason</b>: "
		"SFUI_Notice_Killed_Teammate"					"You killed a teammate!"
		"SFUI_Notice_Game_teammate_kills"				" WARNING: You will be banned from the server if you kill %s1 more teammates!"
		"SFUI_Notice_Banned_For_TK_Start"				" You are being banned from the server for killing a teammate at round start."
		"SFUI_Notice_Banned_For_Killing_Teammates"		" You are being banned from the server for killing too many teammates."
		"SFUI_Notice_Hint_careful_around_teammates"		"Careful! Shooting at teammates will lower your score."
		"SFUI_Notice_Hint_Bot_Takeover"					"You are playing as BOT %s1."
		"SFUI_Notice_Hint_reward_for_killing_vip"		"You have been rewarded $2500 for killing the VIP!"
		"SFUI_Notice_Hint_win_round_by_killing_enemy"	"You killed an enemy! Work with your team to eliminate them all!"
		"SFUI_Notice_Game_scoring"						"Scoring will not start until both teams have players."
		"SFUI_Notice_Auto_Team_Balance_Next_Round"		"*** Auto-Team Balance next round ***"
		"SFUI_Notice_Game_will_restart_in"				"The game will restart in %s1 %s2"
		"SFUI_Notice_Player_Balanced"					"You have been moved to the other team for game balance."
		"SFUI_Notice_Teams_Balanced"					"The teams have been balanced."
		"SFUI_Notice_Target_Bombed"						"Target successfully bombed!"
		"SFUI_Notice_VIP_Assassinated"					"VIP has been assassinated!"
		"SFUI_Notice_Terrorists_Escaped"				"The terrorists have escaped!"
		"SFUI_Notice_Terrorists_Win"					"Terrorists Win!"
		"SFUI_Notice_Hostages_Not_Rescued"				"Hostages have not been rescued!"
		"SFUI_Notice_VIP_Not_Escaped"					"VIP has not escaped."
		"SFUI_Notice_VIP_Escaped"						"The VIP has escaped!"
		"SFUI_Notice_CTs_PreventEscape"					"The CTs have prevented most of the terrorists from escaping."
		"SFUI_Notice_Escaping_Terrorists_Neutralized"	"Escaping terrorists have all been neutralized."
		"SFUI_Notice_Bomb_Defused"						"The bomb has been defused."
		"SFUI_Notice_CTs_Win"							"Counter-Terrorists Win!"
		"SFUI_Notice_All_Hostages_Rescued"				"Hostage has been rescued!"
		"SFUI_Notice_Target_Saved"						"Target has been saved!"
		"SFUI_Notice_Terrorists_Not_Escaped"			"Terrorists have not escaped."
		"SFUI_Notice_Game_Commencing"					"Game Commencing."
		"SFUI_Notice_Round_Draw"						"Round Draw!"
		"SFUI_Notice_Terrorists_Surrender"			"Terrorists Surrender"
		"SFUI_Notice_CTs_Surrender"				"CTs Surrender"
		"SFUI_Notice_Knife_Level_You"			"You've reached gold knife level!"
		"SFUI_Notice_Knife_Level_Chat"				"<font color='#fff000'>%s1 has reached gold knife level!</font>"
		"SFUI_Notice_Knife_Level"				"%s1 has reached gold knife level!"
		"SFUI_Notice_Stolen_Leader"				"%s1 has taken the leader position from you!"
		"SFUI_Notice_Gun_Game_Leader"			"You are the new match leader."
		"SFUI_Notice_Gun_Game_Team_Leader"			"You are now your team's leader."
		"SFUI_Notice_CTs_Clinched_Match"		"CTs clinched the match with the most wins."
		"SFUI_Notice_Ts_Clinched_Match"			"Terrorists clinched the match with the most wins."
		"SFUI_ARFlashAlert_ReachedLevel"			"Reached Level  %s1 / %s2"
		"SFUI_ARFlashAlert_BonusGrenade"			"Bonus Grenade Earned!"
		"SFUI_ARFlashAlert_NextWeapon"				"Next Weapon Acquired"
		"SFUI_Notice_YouDroppedWeapon"				"You dropped your %s1"
		"SFUI_Notice_CannotDropWeapon"				"You cannot drop your %s1"
		"SFUI_Healthshot_AlreadyAtMax"				"You are already at max health"
		//e3af22
